Orig_FID,Class,Quadrant,District,Orig_area,Gridtype,Resolution,Area,DiffArea,Percent
409,PavedTrails,NE,707A,34.62894368,ISEA4H,18,2234.837946,2200.209002,6353.670566
220,Forest,NE,707A,35.21365327,ISEA4H,18,1489.892316,1454.678663,4131.007515
527,Manicured,NW,801E,35.59804086,ISEA4H,18,744.9448943,709.3468534,1992.657001
408,PavedTrails,NE,707A,36.59544885,ISEA4H,18,1489.891498,1453.296049,3971.24805
974,Manicured,NE,707D,36.88401323,ISEA4H,18,1489.891427,1453.007414,3939.396196
532,Manicured,NW,801E,37.06286801,ISEA4H,18,744.9450284,707.8821603,1909.949765
1085,Shrubland,NE,707H,37.29978895,ISEA4H,18,744.9449064,707.6451175,1897.182631
206,Building/Paved,NE,707A,37.81632057,ISEA4H,18,1489.89228,1452.07596,3839.812912
436,Roads/Raillines,NE,707A,37.97021889,ISEA4H,18,744.9459547,706.9757358,1861.921676
991,Manicured,NE,707H,37.99066309,ISEA4H,18,1489.890204,1451.899541,3821.727295
207,Building/Paved,NE,707A,38.41674745,ISEA4H,18,744.9461402,706.5293927,1839.118196
1101,Stream/Rivers,NE,707D,38.88713253,ISEA4H,18,2234.836359,2195.949227,5646.981621
352,Manicured,NE,707A,39.46560581,ISEA4H,18,744.9456253,705.4800195,1787.581883
530,Manicured,NW,801E,40.27160494,ISEA4H,18,2979.779974,2939.508369,7299.208396
557,Manicured,NW,801J,40.29650975,ISEA4H,18,1489.889527,1449.593018,3597.316559
1005,Manicured,NE,707H,40.39468898,ISEA4H,18,744.9446133,704.5499243,1744.164746
354,Manicured,NE,707A,40.73052943,ISEA4H,18,744.9458002,704.2152708,1728.961741
443,Stream/Rivers,NE,707C,40.95482118,ISEA4H,18,2234.837927,2193.883106,5356.837224
257,Manicured,NE,707C,40.99541724,ISEA4H,18,1489.891468,1448.896051,3534.287851
594,Manicured,NW,801E,41.34091464,ISEA4H,18,744.9449356,703.6040209,1701.955622
800,Manicured,NE,707I,41.58379327,ISEA4H,18,2234.83367,2193.249876,5274.290062
1024,Manicured,NE,707H,41.59502648,ISEA4H,18,744.9451789,703.3501524,1690.947721
204,Building/Paved,NE,707A,42.28023378,ISEA4H,18,1489.892275,1447.612041,3423.850607
822,Manicured,NE,707I,42.37836181,ISEA4H,18,744.9445875,702.5662257,1657.84187
941,Manicured,NE,707D,42.46088874,ISEA4H,18,744.9454102,702.4845215,1654.427268
732,Building/Paved,NE,707G,43.63348878,ISEA4H,18,2234.835372,2191.201883,5021.835164
147,Building/Paved,NE,707C,43.67119175,ISEA4H,18,2234.836755,2191.165563,5017.41646
611,Manicured,NW,801J,45.60985813,ISEA4H,18,1489.890083,1444.280225,3166.596618
902,Manicured,NE,707G,46.19516279,ISEA4H,18,744.9451788,698.750016,1512.604294
1025,Manicured,NE,707H,46.42542205,ISEA4H,18,744.9451995,698.5197774,1504.606198
424,Roads/Raillines,NE,707D,46.6352426,ISEA4H,18,744.9459141,698.3106715,1497.388311
210,Building/Paved,NE,707A,46.63822043,ISEA4H,18,744.946207,698.3079865,1497.286946
296,Manicured,NE,801G,46.79569578,ISEA4H,18,744.9453014,698.1496057,1491.909873
636,Manicured,NW,801B,47.00077608,ISEA4H,18,1489.890792,1442.890016,3069.928066
911,Manicured,NE,707D,47.02345908,ISEA4H,18,744.9452097,697.9217506,1484.199088
613,Manicured,NW,801J,47.06195832,ISEA4H,18,744.9450491,697.8830908,1482.902785
181,Building/Paved,NE,707C,47.38685615,ISEA4H,18,1489.891761,1442.504905,3044.103412
1040,PavedTrails,NE,707D,47.75879454,ISEA4H,18,2234.836884,2187.078089,4579.424816
591,Manicured,NW,801E,47.83652025,ISEA4H,18,1489.889841,1442.05332,3014.544771
807,Manicured,NE,707D,48.17633591,ISEA4H,18,744.9454051,696.7690691,1446.289046
582,Manicured,NW,801J,48.33153594,ISEA4H,18,1489.889774,1441.558238,2982.645202
893,Manicured,NE,707G,48.53102257,ISEA4H,18,1489.89025,1441.359227,2969.974978
433,Roads/Raillines,NE,707A,48.57614247,ISEA4H,18,744.94579,696.3696476,1433.563087
290,Manicured,NE,707G,48.96679937,ISEA4H,18,744.945225,695.9784256,1421.327174
334,Manicured,NE,707A,49.08212687,ISEA4H,18,744.9462121,695.8640853,1417.754547
1054,Roads/Raillines,NE,707H,49.42389533,ISEA4H,18,2234.833186,2185.409291,4421.76659
274,Manicured,NE,801F,49.48126133,ISEA4H,18,2234.833868,2185.352607,4416.525667
861,Manicured,NE,707H,49.60607735,ISEA4H,18,2979.779532,2930.173455,5906.884018
576,Manicured,NW,801E,49.95930766,ISEA4H,18,744.9448482,694.9855405,1391.103226
538,Manicured,NW,801E,50.77147448,ISEA4H,18,1489.889897,1439.118423,2834.501928
1068,Roads/Raillines,NE,707H,50.82905668,ISEA4H,18,1489.889191,1439.060134,2831.176158
1001,Manicured,NE,707H,50.8440903,ISEA4H,18,744.9445669,694.1004766,1365.154677
588,Manicured,NW,801E,50.93276595,ISEA4H,18,1489.889814,1438.957048,2825.208922
702,Building/Paved,NE,707I,50.9538226,ISEA4H,18,1489.889407,1438.935584,2823.999281
221,Forest,NE,707A,51.03372727,ISEA4H,18,1489.892388,1438.858661,2819.426951
367,Manicured,NE,707A,51.28976153,ISEA4H,18,744.9461812,693.6564197,1352.426681
1023,Manicured,NE,707H,52.16537467,ISEA4H,18,2234.835465,2182.67009,4184.135749
73,Building/Paved,NE,801F,52.35920456,ISEA4H,18,1489.890171,1437.530967,2745.5172
880,Manicured,NE,707G,52.41687909,ISEA4H,18,744.9450914,692.5282123,1321.193143
640,Manicured,NW,801B,52.45241813,ISEA4H,18,1489.890967,1437.438549,2740.461928
461,Building/Paved,NW,801E,52.6561258,ISEA4H,18,744.9447816,692.2886558,1314.735266
581,Manicured,NW,801E,52.77619752,ISEA4H,18,1489.889753,1437.113555,2723.033531
1065,Roads/Raillines,NE,707H,52.95493797,ISEA4H,18,1489.888712,1436.933774,2713.502893
236,Manicured,NE,707C,53.09286156,ISEA4H,18,1489.889719,1436.796858,2706.195929
1087,Shrubland,NE,707H,53.27282712,ISEA4H,18,1489.890173,1436.617346,2696.716926
580,Manicured,NW,801E,53.3628919,ISEA4H,18,2234.834606,2181.471714,4087.993803
358,Manicured,NE,707A,53.47202371,ISEA4H,18,1489.891698,1436.419674,2686.301311
159,Building/Paved,NE,707B,53.70989104,ISEA4H,18,1489.891251,1436.18136,2673.960666
742,Building/Paved,NE,707H,53.93932223,ISEA4H,18,3724.726419,3670.787097,6805.400856
260,Manicured,NE,707A,54.26120049,ISEA4H,18,2234.837644,2180.576443,4018.666051
250,Manicured,NE,707C,54.35830655,ISEA4H,18,2234.834703,2180.476396,4011.303027
762,Building/Paved,NE,707D,54.49190667,ISEA4H,18,1489.890882,1435.398976,2634.150764
791,Manicured,NE,707H,54.8888368,ISEA4H,18,1489.889982,1435.001146,2614.377039
313,Manicured,NE,707C,55.18544234,ISEA4H,18,1489.891427,1434.705984,2599.790675
299,Manicured,NE,801D,55.24784773,ISEA4H,18,1489.889775,1434.641927,2596.738128
1027,Manicured,NE,707H,55.31841286,ISEA4H,18,744.9452201,689.6268072,1246.649662
279,Manicured,NE,801J,55.7379097,ISEA4H,18,2234.83415,2179.096241,3909.540657
355,Manicured,NE,707A,55.8848854,ISEA4H,18,2234.837411,2178.952525,3899.001509
634,Manicured,NW,801E,55.97697685,ISEA4H,18,2234.835908,2178.858932,3892.419803
1104,Stream/Rivers,NE,707H,56.39898946,ISEA4H,18,4469.670024,4413.271035,7825.088849
992,Manicured,NE,707H,56.72175839,ISEA4H,18,744.9450915,688.2233331,1213.332154
1009,Manicured,NE,707H,56.84978823,ISEA4H,18,1489.889345,1433.039556,2520.747395
940,Manicured,NE,707D,56.88769027,ISEA4H,18,1489.890825,1433.003135,2519.003897
353,Manicured,NE,707A,57.29742613,ISEA4H,18,744.9457796,687.6483535,1200.138296
809,Manicured,NE,707I,57.5919004,ISEA4H,18,744.9445153,687.3526149,1193.488338
810,Manicured,NE,707I,58.16080215,ISEA4H,18,1489.889046,1431.728244,2461.672107
668,Roads/Raillines,NW,801E,59.17080565,ISEA4H,18,2234.835166,2175.66436,3676.921982
430,Roads/Raillines,NE,707A,59.90787661,ISEA4H,18,744.9456253,685.0377487,1143.485277
541,Manicured,NW,801J,60.13735706,ISEA4H,18,744.9449103,684.8075532,1138.739025
609,Manicured,NW,801E,60.33140843,ISEA4H,18,2234.835121,2174.503713,3604.264793
310,Manicured,NE,801B,60.66284039,ISEA4H,18,2234.836213,2174.173372,3584.028308
602,Manicured,NW,801E,60.77105351,ISEA4H,18,1489.889908,1429.118855,2351.644035
790,Manicured,NE,707I,60.77368876,ISEA4H,18,2234.8344,2174.060712,3577.305831
877,Manicured,NE,707G,61.37114425,ISEA4H,18,1489.890162,1428.519018,2327.672126
773,Building/Paved,NE,707H,61.37181993,ISEA4H,18,744.9447418,683.5729218,1113.822146
241,Manicured,NE,707C,62.01522143,ISEA4H,18,744.9448237,682.9296022,1101.228999
546,Manicured,NW,801J,62.10105344,ISEA4H,18,2234.83416,2172.733107,3498.705717
969,Manicured,NE,707D,62.21674909,ISEA4H,18,1489.890882,1427.674133,2294.678127
421,Roads/Raillines,NE,707A,62.28592103,ISEA4H,18,1489.891566,1427.605645,2292.019804
724,Building/Paved,NE,707H,62.30374013,ISEA4H,18,744.9449938,682.6412537,1095.666572
653,Manicured,NW,707A,62.34658913,ISEA4H,18,2234.837009,2172.49042,3484.537727
8,Building/Paved,NE,801F,62.52038119,ISEA4H,18,1489.89009,1427.369708,2283.047033
384,Manicured,NE,707A,62.84031499,ISEA4H,18,2979.78317,2916.942855,4641.833599
57,Building/Paved,NE,801F,63.17982409,ISEA4H,18,744.9450344,681.7652103,1079.086908
174,Building/Paved,NE,707C,63.43488073,ISEA4H,18,1489.891447,1426.456566,2248.69433
916,Manicured,NE,707D,63.50147572,ISEA4H,18,2234.835665,2171.33419,3419.344457
950,Manicured,NE,707D,63.62659755,ISEA4H,18,1489.891114,1426.264516,2241.616825
287,Manicured,NE,801G,63.63311046,ISEA4H,18,2979.779416,2916.146306,4582.7499
547,Manicured,NW,801J,63.76906114,ISEA4H,18,6704.503519,6640.734458,10413.72468
55,Building/Paved,NE,801F,63.79347015,ISEA4H,18,1489.890074,1426.096604,2235.489934
151,Building/Paved,NE,801H,64.01986237,ISEA4H,18,744.9455895,680.9257271,1063.616356
984,Manicured,NE,707D,64.18217447,ISEA4H,18,1489.891427,1425.709253,2221.347695
1026,Manicured,NE,707H,64.41991492,ISEA4H,18,744.9451995,680.5252846,1056.389605
758,Building/Paved,NE,707D,64.60299757,ISEA4H,18,1489.891268,1425.28827,2206.226218
160,Building/Paved,NE,707A,64.63934442,ISEA4H,18,2234.836928,2170.197583,3357.394173
1021,Manicured,NE,707H,64.80684307,ISEA4H,18,744.9450966,680.1382536,1049.485242
898,Manicured,NE,707H,64.87516659,ISEA4H,18,1489.890363,1425.015196,2196.549575
28,Building/Paved,NE,801F,65.35288893,ISEA4H,18,744.945055,679.5921661,1039.880833
558,Manicured,NW,801E,65.58943313,ISEA4H,18,744.9448173,679.3553842,1035.769562
248,Manicured,NE,707C,65.80715644,ISEA4H,18,1489.88976,1424.082604,2164.023916
645,Manicured,NW,801E,65.86409407,ISEA4H,18,2234.835105,2168.971011,3293.100803
56,Building/Paved,NE,801F,65.89726701,ISEA4H,18,2234.835108,2168.937841,3291.392708
272,Manicured,NE,801F,66.02706386,ISEA4H,18,2979.778522,2913.751458,4412.965362
238,Manicured,NE,707C,66.24260699,ISEA4H,18,744.9447826,678.7021756,1024.570449
163,Building/Paved,NE,707C,66.24367049,ISEA4H,18,1489.891421,1423.647751,2149.107591
1036,Manicured,NE,707H,66.2971842,ISEA4H,18,2234.833094,2168.53591,3270.932146
564,Manicured,NW,801J,66.5766275,ISEA4H,18,1489.88962,1423.312993,2137.856852
793,Manicured,NE,707I,66.69846873,ISEA4H,18,1489.889432,1423.190963,2133.768571
864,Manicured,NE,707H,66.88718614,ISEA4H,18,2234.834755,2167.947569,3241.200137
249,Manicured,NE,707C,67.33458063,ISEA4H,18,2234.834672,2167.500091,3218.999912
333,Manicured,NE,707A,67.44081087,ISEA4H,18,1489.892388,1422.451578,2109.185165
927,Manicured,NE,707D,67.82950064,ISEA4H,18,1489.890666,1422.061166,2096.523124
5,Building/Paved,NE,801F,67.90673472,ISEA4H,18,744.9450344,677.0382996,997.0120083
1069,Roads/Raillines,NE,707H,68.51793099,ISEA4H,18,1489.890131,1421.3722,2074.452891
247,Manicured,NE,707C,68.5478119,ISEA4H,18,744.9448905,676.3970786,986.7522534
577,Manicured,NW,801E,68.57519952,ISEA4H,18,744.9448636,676.3696641,986.3181862
245,Manicured,NE,707C,68.77091279,ISEA4H,18,1489.889771,1421.118858,2066.453389
912,Manicured,NE,707H,68.90055005,ISEA4H,18,2234.835588,2165.935038,3143.567122
395,Manicured,NE,707A,69.4426238,ISEA4H,18,1489.892182,1420.449558,2045.500991
1039,PavedTrails,NE,707D,69.82969664,ISEA4H,18,1489.890882,1420.061186,2033.606409
715,Building/Paved,NE,707H,70.25710568,ISEA4H,18,744.9448549,674.6877492,960.3124733
193,Building/Paved,NE,707A,70.34126316,ISEA4H,18,2234.837803,2164.49654,3077.136296
246,Manicured,NE,707C,70.75192991,ISEA4H,18,744.9448956,674.1929657,952.8969267
381,Manicured,NE,707A,70.8442542,ISEA4H,18,1489.891796,1419.047542,2003.052411
763,Building/Paved,NE,707D,70.85349409,ISEA4H,18,2234.83673,2163.983236,3054.165873
194,Building/Paved,NE,707A,70.99985982,ISEA4H,18,2234.837834,2163.837974,3047.665136
237,Manicured,NE,801F,71.11054052,ISEA4H,18,2234.83373,2163.72319,3042.760151
933,Manicured,NE,707D,71.27101414,ISEA4H,18,1489.890676,1418.619662,1990.458083
818,Manicured,NE,707G,71.29213347,ISEA4H,18,744.9447365,673.652603,944.9185628
734,Building/Paved,NE,707H,72.05104017,ISEA4H,18,1489.890343,1417.839302,1967.826278
623,Manicured,NW,801A,72.06905655,ISEA4H,18,1489.890324,1417.821268,1967.309322
255,Manicured,NE,707E,72.37054886,ISEA4H,18,2234.83604,2162.465491,2988.046277
990,Manicured,NE,707H,73.54777206,ISEA4H,18,744.9450709,671.3972989,912.8723823
1045,PavedTrails,NE,707H,74.32376115,ISEA4H,18,2234.8335,2160.509739,2906.889675
1028,Manicured,NE,707H,74.89276823,ISEA4H,18,2234.835655,2159.942887,2884.047336
987,Manicured,NE,707D,74.99488873,ISEA4H,18,1489.891509,1414.896621,1886.657404
770,Building/Paved,NE,707H,75.07513359,ISEA4H,18,1489.889427,1414.814293,1884.531169
253,Manicured,NE,707C,75.80803311,ISEA4H,18,1489.889812,1414.081779,1865.345559
550,Manicured,NW,801E,76.41633186,ISEA4H,18,2234.834226,2158.417894,2824.550514
995,Manicured,NE,707H,76.5857804,ISEA4H,18,1489.889021,1413.30324,1845.385961
474,Building/Paved,NW,801E,76.72177961,ISEA4H,18,2234.834755,2158.112975,2812.907868
280,Manicured,NE,801J,76.766169,ISEA4H,18,5214.613267,5137.847098,6692.85333
216,Building/Paved,NE,707A,76.97122663,ISEA4H,18,744.945651,667.9744243,867.8235408
499,Building/Paved,NW,801E,76.97733103,ISEA4H,18,4469.670946,4392.693615,5706.476902
963,Manicured,NE,707H,77.34811484,ISEA4H,18,2234.833814,2157.485699,2789.319046
389,Manicured,NE,707A,77.71070884,ISEA4H,18,2234.838224,2157.127515,2775.843313
1055,Roads/Raillines,NE,707H,77.78339935,ISEA4H,18,2234.833253,2157.049854,2773.149376
168,Building/Paved,NE,707C,78.0693953,ISEA4H,18,744.9456875,666.8762922,854.2096293
291,Manicured,NE,801F,78.23228869,ISEA4H,18,2234.835813,2156.603524,2756.666793
879,Manicured,NE,707G,78.72621665,ISEA4H,18,1489.890136,1411.16392,1792.495537
1100,Stream/Rivers,NE,707H,78.84799179,ISEA4H,18,2979.778,2900.930009,3679.142541
1041,PavedTrails,NE,707D,79.06842741,ISEA4H,18,2234.837064,2155.768636,2726.459482
531,Manicured,NW,801D,79.08487339,ISEA4H,18,1489.890042,1410.805169,1783.912787
1080,Roads/Raillines,NE,707H,79.19506075,ISEA4H,18,744.9453486,665.7502878,840.646224
718,Building/Paved,NE,707H,79.40421336,ISEA4H,18,744.9448754,665.5406621,838.1679434
259,Manicured,NE,707E,79.57707106,ISEA4H,18,1489.891699,1410.314628,1772.262549
888,Manicured,NE,707G,79.9478191,ISEA4H,18,744.9450965,664.9972774,831.7891406
155,Building/Paved,NE,801H,80.5962768,ISEA4H,18,1489.89123,1409.294953,1748.585678
407,Manicured,NE,707A,81.30396972,ISEA4H,18,1489.892383,1408.588413,1732.496479
890,Manicured,NE,707H,81.45342151,ISEA4H,18,2234.835511,2153.382089,2643.697526
427,Roads/Raillines,NE,707A,82.06315101,ISEA4H,18,744.9460986,662.8829476,807.7717458
340,Manicured,NE,707D,82.77386816,ISEA4H,18,2234.837681,2152.063812,2599.931427
1064,Roads/Raillines,NE,707H,83.21924836,ISEA4H,18,1489.888831,1406.669582,1690.317576
244,Manicured,NE,707C,83.28883697,ISEA4H,18,744.9448648,661.6560278,794.4114144
626,Manicured,NW,801E,83.45921966,ISEA4H,18,2234.835501,2151.376282,2577.757485
243,Manicured,NE,707C,84.74470462,ISEA4H,18,744.9448751,660.2001705,779.045928
831,Manicured,NE,707I,85.41918821,ISEA4H,18,2234.83384,2149.414651,2516.313601
33,Building/Paved,NE,801F,85.95252515,ISEA4H,18,1489.889559,1403.937034,1633.386607
292,Manicured,NE,801G,87.17785305,ISEA4H,18,2979.781103,2892.60325,3318.048276
694,Building/Paved,NE,707I,87.28307681,ISEA4H,18,1489.889262,1402.606185,1606.962353
749,Building/Paved,NE,707D,87.45485669,ISEA4H,18,2234.836164,2147.381307,2455.416873
897,Manicured,NE,707G,87.50902073,ISEA4H,18,1489.890322,1402.381301,1602.556273
921,Manicured,NE,707D,87.5973982,ISEA4H,18,2234.835742,2147.238344,2451.258129
233,Forest,NE,707A,87.85334791,ISEA4H,18,744.9460986,657.0927507,747.942755
17,Building/Paved,NE,801F,87.85350877,ISEA4H,18,2234.834017,2146.980509,2443.818738
1014,Manicured,NE,707H,88.1311755,ISEA4H,18,744.9448755,656.8137,745.2682848
462,Building/Paved,NW,801E,88.48573738,ISEA4H,18,1489.889579,1401.403841,1583.762403
796,Manicured,NE,707G,88.53542087,ISEA4H,18,2234.835217,2146.299797,2424.227248
945,Manicured,NE,707D,89.68767666,ISEA4H,18,1489.890944,1400.203267,1561.199174
1074,Roads/Raillines,NE,707H,90.22009647,ISEA4H,18,1489.889838,1399.669742,1551.394641
601,Manicured,NW,801E,90.60328379,ISEA4H,18,2979.779918,2889.176634,3188.821104
795,Manicured,NE,707D,90.82576806,ISEA4H,18,1489.89098,1399.065212,1540.383574
679,Stream/Rivers,NW,801E,90.83246327,ISEA4H,18,6704.506164,6613.673701,7281.178406
947,Manicured,NE,707D,91.13071606,ISEA4H,18,2234.836457,2143.705741,2352.341596
834,Manicured,NE,707I,91.58006573,ISEA4H,18,2234.833907,2143.253841,2340.306074
110,Building/Paved,NE,801G,91.60459232,ISEA4H,18,1489.890582,1398.28599,1526.436562
242,Manicured,NE,707C,91.99243567,ISEA4H,18,2234.834466,2142.84203,2329.367642
554,Manicured,NW,801J,92.18371801,ISEA4H,18,1489.889497,1397.705779,1516.217624
830,Manicured,NE,707F,92.80370916,ISEA4H,18,2234.83384,2142.030131,2308.129869
105,Building/Paved,NE,707C,92.86824076,ISEA4H,18,1489.890691,1397.022451,1504.305928
586,Manicured,NW,801J,93.99223983,ISEA4H,18,1489.889805,1395.897566,1485.120015
500,Building/Paved,NW,801E,94.07773935,ISEA4H,18,2234.835621,2140.757881,2275.520113
748,Building/Paved,NE,707D,94.32648385,ISEA4H,18,2234.836061,2140.509577,2269.256194
10,Building/Paved,NE,707C,94.33531305,ISEA4H,18,1489.889169,1395.553856,1479.354667
868,Manicured,NE,707H,94.69786089,ISEA4H,18,3724.724691,3630.02683,3833.272258
506,Building/Paved,NW,801E,94.73297664,ISEA4H,18,744.9453011,650.2123244,686.3632364
865,Manicured,NE,707G,95.13209652,ISEA4H,18,1489.889838,1394.757742,1466.127409
678,Stream/Rivers,NW,801E,95.50505861,ISEA4H,18,1489.890185,1394.385126,1460.011801
869,Manicured,NE,707H,95.52894852,ISEA4H,18,2234.834811,2139.305863,2239.432022
959,Manicured,NE,707D,95.93638929,ISEA4H,18,1489.891309,1393.95492,1452.999149
123,Building/Paved,NE,707C,96.05382668,ISEA4H,18,1489.890856,1393.837029,1451.099948
360,Manicured,NE,707A,96.69454946,ISEA4H,18,744.9459442,648.2513948,670.4115159
701,Building/Paved,NE,707I,97.76273488,ISEA4H,18,2979.778797,2882.016062,2947.969966
113,Building/Paved,NE,707C,97.8723558,ISEA4H,18,744.9453072,647.0729514,661.1396508
450,Building/Paved,NW,801J,98.03085568,ISEA4H,18,3724.723182,3626.692327,3699.541641
356,Manicured,NE,707A,98.40981426,ISEA4H,18,1489.891935,1391.482121,1413.96682
251,Manicured,NE,707C,98.56111696,ISEA4H,18,1489.889802,1391.328685,1411.640541
304,Manicured,NE,801G,98.58296123,ISEA4H,18,744.9450084,646.3620471,655.6529029
305,Manicured,NE,801F,98.60726746,ISEA4H,18,2234.835314,2136.228046,2166.400207
622,Manicured,NW,801A,98.95372406,ISEA4H,18,1489.890329,1390.936605,1405.643515
687,Building/Paved,NE,707I,100.1870659,ISEA4H,18,1489.888964,1389.701898,1387.107094
845,Manicured,NE,707I,100.7268828,ISEA4H,18,3724.723729,3623.996846,3597.844731
319,Manicured,NE,707A,101.1221847,ISEA4H,18,1489.891946,1388.769761,1373.358146
148,Building/Paved,NE,801H,101.973168,ISEA4H,18,2979.78206,2877.808892,2822.123651
96,Building/Paved,NE,707C,102.8526275,ISEA4H,18,2234.835803,2131.983176,2072.852418
295,Manicured,NE,801G,102.9836321,ISEA4H,18,1489.890582,1386.90695,1346.725612
99,Building/Paved,NE,707C,103.0638547,ISEA4H,18,744.945266,641.8814114,622.7997325
866,Manicured,NE,707G,103.1703877,ISEA4H,18,2979.779728,2876.60934,2788.212203
937,Manicured,NE,707D,103.6241091,ISEA4H,18,1489.89079,1386.266681,1337.783932
406,Manicured,NE,707A,103.8791826,ISEA4H,18,1489.892388,1386.013205,1334.255017
434,Roads/Raillines,NE,707A,105.9724621,ISEA4H,18,1489.891807,1383.919344,1305.923555
