FID,Id,ORIG_FID,full_name,SUM_length,lat,lon
0,0,0,1 ST SE,668.663096325999959,51.049259790199997,-114.060300209999994
1,0,0,1 ST SE,668.663096325999959,51.049174173499999,-114.060306292000007
2,0,0,1 ST SE,668.663096325999959,51.049088556699999,-114.060312374000006
3,0,0,1 ST SE,668.663096325999959,51.049002939899999,-114.060318456000005
4,0,0,1 ST SE,668.663096325999959,51.048917323100000,-114.060324538000003
5,0,0,1 ST SE,668.663096325999959,51.048831706400001,-114.060330620000002
6,0,0,1 ST SE,668.663096325999959,51.048746089500000,-114.060336700999997
7,0,0,1 ST SE,668.663096325999959,51.048660472700000,-114.060342782000006
8,0,0,1 ST SE,668.663096325999959,51.048574855900000,-114.060348864000005
9,0,0,1 ST SE,668.663096325999959,51.048489239200002,-114.060354946000004
10,0,0,1 ST SE,668.663096325999959,51.048403622400002,-114.060361028000003
11,0,0,1 ST SE,668.663096325999959,51.048318005600002,-114.060367110000001
12,0,0,1 ST SE,668.663096325999959,51.048232391200003,-114.060373225000006
13,0,0,1 ST SE,668.663096325999959,51.048146776800003,-114.060379339999997
14,0,0,1 ST SE,668.663096325999959,51.048061162400003,-114.060385456000006
15,0,0,1 ST SE,668.663096325999959,51.047975548099998,-114.060391570999997
16,0,0,1 ST SE,668.663096325999959,51.047889933699999,-114.060397687000005
17,0,0,1 ST SE,668.663096325999959,51.047804319299999,-114.060403801999996
18,0,0,1 ST SE,668.663096325999959,51.047718704799998,-114.060409917000001
19,0,0,1 ST SE,668.663096325999959,51.047633090399998,-114.060416031000003
20,0,0,1 ST SE,668.663096325999959,51.047547475999998,-114.060422146999997
21,0,0,1 ST SE,668.663096325999959,51.047461861599999,-114.060428262000002
22,0,0,1 ST SE,668.663096325999959,51.047376247199999,-114.060434377000007
23,0,0,1 ST SE,668.663096325999959,51.047290632699998,-114.060440490999994
24,0,0,1 ST SE,668.663096325999959,51.047205018299998,-114.060446605999999
25,0,0,1 ST SE,668.663096325999959,51.047119403899998,-114.060452721000004
26,0,0,1 ST SE,668.663096325999959,51.047033789499999,-114.060458835999995
27,0,0,1 ST SE,668.663096325999959,51.046948175099999,-114.060464951000000
28,0,0,1 ST SE,668.663096325999959,51.046862559300003,-114.060471047999997
29,0,0,1 ST SE,668.663096325999959,51.046776941399997,-114.060477113000005
30,0,0,1 ST SE,668.663096325999959,51.046691323499999,-114.060483179000002
31,0,0,1 ST SE,668.663096325999959,51.046605705600001,-114.060489244999999
32,0,0,1 ST SE,668.663096325999959,51.046520087600001,-114.060495309999993
33,0,0,1 ST SE,668.663096325999959,51.046434469700003,-114.060501376000005
34,0,0,1 ST SE,668.663096325999959,51.046348865200002,-114.060507627000007
35,0,0,1 ST SE,668.663096325999959,51.046263244800002,-114.060513657000001
36,0,0,1 ST SE,668.663096325999959,51.046177623299997,-114.060519673000002
37,0,0,1 ST SE,668.663096325999959,51.046092001799998,-114.060525686999995
38,0,0,1 ST SE,668.663096325999959,51.046006380300000,-114.060531702000006
39,0,0,1 ST SE,668.663096325999959,51.045920762100003,-114.060537762999999
40,0,0,1 ST SE,668.663096325999959,51.045835151299997,-114.060543928000001
41,0,0,1 ST SE,668.663096325999959,51.045749540499997,-114.060550094000007
42,0,0,1 ST SE,668.663096325999959,51.045663929699998,-114.060556258999995
43,0,0,1 ST SE,668.663096325999959,51.045578318899999,-114.060562423999997
44,0,0,1 ST SE,668.663096325999959,51.045492708099999,-114.060568590000003
