FID,JOIN_FID,FREQUENCY,SUM_resist,FIRST_shape_area
-1,0,19,221.155588287700027,190.508718238999990
-1,1,17,197.876011340400055,183.566894133999995
-1,2,182,2118.436381487700146,2112.167036389999794
-1,3,37,430.671147645100064,411.399840706000020
-1,4,28,325.913310346899891,346.678246523999974
-1,5,5,58.198831583599997,67.906734722300001
-1,6,36,419.031402245799995,399.196090672000025
-1,7,185,2153.355865681299747,2164.417408620000060
-1,8,5,58.198831509100003,62.520381194099997
-1,9,282,3282.412813986098172,3284.466606030000094
-1,10,7,81.478314059799999,94.335313048000003
-1,11,1968,22907.044323826521577,22113.037554999998974
-1,12,1493,17378.158492233695142,16626.646095500000229
-1,13,555,6460.066206043594320,6413.921721800000341
-1,14,2030,23628.711403309425805,23584.502278399999341
-1,15,429,4993.456976444499560,4998.376326599999629
-1,16,518,6029.395502465099526,5951.469953200000418
-1,17,8,93.118084022600002,87.853508771500003
-1,18,1029,11977.316695538396743,11959.970137599999362
-1,19,1544,17971.794637680119195,17662.717666900000040
-1,20,467,5435.768239558200548,5388.438274670000283
-1,21,952,11081.051757349792751,11090.921014999999898
-1,22,517,6017.756399389996659,6026.203449839999848
-1,23,48,558.708534262900116,535.054651913000043
-1,24,446,5191.333430078699166,5152.929833719999806
-1,25,1060,12338.146200511095230,12314.101559299999280
-1,26,277,3224.213862211200194,3230.792373899999802
-1,27,960,11174.170386993904685,11156.227306700000554
-1,28,5,58.198831657000007,65.352888929200006
-1,29,154,1792.523294756200357,1753.517066370000066
-1,30,1131,13164.569780430108949,13174.264426300000196
-1,31,12,139.677185454499977,134.221817006000009
-1,32,616,7170.093119265807218,7161.947065999999722
-1,33,9,104.757860939300002,85.952525150400007
-1,34,15,174.596471734000033,154.261726822000014
-1,35,486,5656.924378029299987,5627.274644109999826
-1,36,388,4516.227760773000227,4466.302933799999664
-1,37,25,290.994136633399989,307.549394622000023
-1,38,522,6075.955946399807544,6054.631661919999715
-1,39,1196,13921.156263073982700,13923.268038700000034
-1,40,517,6017.757708222609836,6036.888442229999782
-1,41,1108,12896.857504366880676,12885.953149000000849
-1,42,39,453.950785836599891,425.723515093999993
-1,43,333,3876.041323596301481,3873.115976579999824
-1,44,2,23.279528668499999,29.956471529300000
-1,45,34,395.752001219700048,388.624281811000003
-1,46,80,931.181199891799793,945.857910081999989
-1,47,399,4644.266151817292666,4588.174207080000087
-1,48,617,7181.734575673296604,7204.132052390000354
-1,49,2203,25642.399693191095139,25678.735439200001565
-1,50,17,197.876010523300010,182.384825140999993
-1,51,18,209.515778111799989,220.731005578999998
-1,52,47,547.068997271200033,578.790188996999973
-1,53,135,1571.368382121899685,1585.744777679999970
-1,54,1079,12559.306688909082368,12551.755525500000658
-1,55,5,58.198831427599998,63.793470151100003
-1,56,6,69.838597605199993,65.897267010999997
-1,57,5,58.198831412400004,63.179824094899999
-1,58,867,10091.676382270894464,10054.142978100000619
-1,59,175,2036.959033521299943,2008.415523639999947
-1,60,545,6343.672385412499352,6300.718036850000317
-1,61,194,2258.114609602999280,2305.032525529999930
-1,62,1118,13013.257952642801683,13075.791009299999132
-1,63,19,221.155564407600025,194.346361868999992
-1,64,367,4271.794224425798348,4356.376980320000257
-1,65,930,10824.982136746994001,10757.032646199999363
-1,66,435,5063.298178346002715,5125.463401150000209
-1,67,19,221.155565823699988,214.564847770000000
-1,68,14,162.956735920100016,171.559595174999998
-1,69,12,139.677202185499993,138.375868606000012
-1,70,31,360.832770128500044,329.419262789000015
-1,71,31,360.832770137000011,354.312012657000025
-1,72,50,581.988334124499943,590.969832308000036
