FID,JOIN_FID,FREQUENCY,SUM_resist,FIRST_shape_area
-1,2,5,1862.361655109000139,2112.167036389999794
-1,3,1,372.472350187000018,411.399840706000020
-1,6,1,372.472349639000015,399.196090672000025
-1,7,6,2234.834172562999811,2164.417408620000060
-1,9,9,3352.251394537999658,3284.466606030000094
-1,11,75,27935.419494583002233,22113.037554999998974
-1,12,56,20858.445820494995132,16626.646095500000229
-1,13,17,6332.028850126999714,6413.921721800000341
-1,14,64,23838.227071415010869,23584.502278399999341
-1,15,15,5587.084746513000027,4998.376326599999629
-1,16,17,6332.029263277999235,5951.469953200000418
-1,18,33,12291.590264737002144,11959.970137599999362
-1,19,51,18996.093774518001737,17662.717666900000040
-1,20,16,5959.557489373999488,5388.438274670000283
-1,21,30,11174.169830566002929,11090.921014999999898
-1,22,16,5959.557566961999328,6026.203449839999848
-1,23,2,744.944722844000012,535.054651913000043
-1,24,16,5959.557670709000377,5152.929833719999806
-1,25,33,12291.587154117003593,12314.101559299999280
-1,26,10,3724.723613782000029,3230.792373899999802
-1,27,29,10801.698088654999083,11156.227306700000554
-1,29,7,2607.306586173000142,1753.517066370000066
-1,30,35,13036.532410988997071,13174.264426300000196
-1,32,22,8194.392133459999968,7161.947065999999722
-1,35,15,5587.085788637999940,5627.274644109999826
-1,36,14,5214.613476032999642,4466.302933799999664
-1,38,18,6704.503105535000032,6054.631661919999715
-1,39,38,14153.951538060997336,13923.268038700000034
-1,40,17,6332.031303210001170,6036.888442229999782
-1,41,35,13036.534623673998794,12885.953149000000849
-1,42,1,372.472437580000019,425.723515093999993
-1,43,11,4097.196829286999673,3873.115976579999824
-1,45,1,372.472481333000019,388.624281811000003
-1,46,1,372.472473216000026,945.857910081999989
-1,47,13,4842.142146762999801,4588.174207080000087
-1,48,21,7821.921593383000982,7204.132052390000354
-1,49,69,25700.598527117999765,25678.735439200001565
-1,51,1,372.472486036000021,220.731005578999998
-1,52,1,372.472512289000008,578.790188996999973
-1,53,4,1489.890033090999850,1585.744777679999970
-1,54,33,12291.592108846001793,12551.755525500000658
-1,58,29,10801.702061939999112,10054.142978100000619
-1,59,6,2234.835043881999809,2008.415523639999947
-1,60,19,7076.977616100000887,6300.718036850000317
-1,61,7,2607.307559402000152,2305.032525529999930
-1,62,35,13036.537441582995598,13075.791009299999132
-1,64,13,4842.142792736999581,4356.376980320000257
-1,65,30,11174.175090560998797,10757.032646199999363
-1,66,12,4469.670113692999621,5125.463401150000209
-1,70,1,372.472529783000027,329.419262789000015
-1,71,1,372.472543114000018,354.312012657000025
-1,72,2,744.945065260000092,590.969832308000036
-1,74,12,4469.670233539999572,4943.817666979999558
-1,75,6,2234.835233808999874,2110.607132099999944
-1,76,2,744.945098932000064,757.087964396999951
-1,77,13,4842.143048299999464,4259.657405629999630
-1,78,2,744.945093287999953,1057.127551829999902
-1,79,31,11546.648498497002947,10484.595251900000221
-1,80,13,4842.143212081999081,4708.886869879999722
-1,82,1,372.472560680000015,177.820336650000002
-1,83,12,4469.672206519999236,4429.555162620000374
-1,84,10,3724.725724197000545,3853.716836070000227
-1,85,17,6332.033887709000737,6672.148435690000042
-1,86,1,372.472607481000011,243.487858299000010
-1,87,6,2234.835281733000556,3297.829464209999969
-1,88,7,2607.308117060999848,2028.528614800000014
-1,89,4,1489.890370876000134,1387.110761019999927
-1,90,31,11546.649970153001050,11228.713425399999323
-1,91,13,4842.143833473999621,4832.535161900000276
-1,92,31,11546.650161663999825,11727.392282000000705
-1,93,5,1862.362956239999903,2110.500129540000216
-1,94,2,744.945227276999958,625.371568120000006
-1,95,30,11174.177823123998678,11567.743165600000793
-1,97,29,10801.706904773000133,10380.619395199999417
-1,98,32,11919.123199992003720,12237.814975100000083
-1,100,1,372.472622619999981,307.567869375999976
-1,101,1,372.472621984999989,343.194549371999983
-1,103,31,11546.650860272002319,11090.433802800000194
-1,107,28,10429.233263756001179,8994.513371090000874
-1,108,6,2234.835796050000226,1840.239552589999903
-1,109,2,744.945273012000030,780.168824595000046
-1,111,2,744.945270469999969,778.270255170000041
-1,112,1,372.472645682000007,552.175241980000010
-1,115,1,372.472655969000016,235.729093527999993
-1,116,1,372.472743802000025,205.565982310000010
-1,117,15,5587.089979112999572,5718.117890079999597
-1,118,22,8194.398705436000455,7717.047365929999614
-1,119,16,5959.562810286999593,5746.014824529999714
-1,120,30,11174.180009477999192,10982.568908799999917
-1,121,15,5587.090088191999712,5196.338354929999696
-1,122,26,9684.289576320998094,9963.319308849999288
-1,124,33,12291.598558228000911,12438.582432600000175
-1,125,3,1117.418123907000108,1404.184845920000043
-1,126,4,1489.890937353000027,1220.814678259999937
-1,127,1,372.472743502000014,434.472852507000027
-1,128,4,1489.890982312999995,1607.748918120000098
-1,129,18,6704.509453881000809,6281.933114579999710
-1,130,1,372.472766880999984,365.708559316999981
-1,131,16,5959.564037793000352,5600.004498160000367
-1,132,37,13781.489466167993669,13779.718193200000314
-1,133,10,3724.727090333999513,3338.313331960000141
-1,134,15,5587.090722629999618,5296.739693380000062
-1,135,6,2234.836295055999926,2313.715512700000090
-1,136,5,1862.363600742000017,1920.431385760000012
-1,138,30,11174.182146695999108,10737.194177699999273
-1,139,10,3724.727550585999325,3316.981271319999905
-1,140,4,1489.891031458000043,1386.123442009999962
-1,141,32,11919.127791544002321,11953.804006300000765
-1,143,32,11919.128009092997672,12256.705883200000244
-1,144,12,4469.673050566999336,4150.774339169999621
-1,145,17,6332.036888593000185,6276.152081379999800
-1,146,4,1489.891104933999941,1174.311120229999915
-1,149,19,7076.982816957998693,6253.201938320000409
-1,150,17,6332.037419149000925,5905.131072999999560
-1,154,17,6332.037495218998629,5917.669300790000307
-1,156,28,10429.237766129997908,9462.895561769999404
-1,161,1,372.472838844000023,142.253703035000001
-1,162,6,2234.837003478999577,2148.535579010000220
-1,164,5,1862.364366301000018,1775.087537319999910
-1,165,20,7449.456063572999483,6677.220666739999615
-1,166,1,372.472838942999999,554.280960757999992
-1,167,7,2607.309717297000134,2602.791518269999870
-1,169,17,6332.038140990000102,5985.771325059999981
-1,170,33,12291.602984370996637,12482.821748500000467
-1,171,17,6332.038248543000009,6174.794320039999548
-1,172,2,744.945939280999937,439.766005887000006
-1,173,36,13409.021889180998187,13418.278410000000804
-1,175,22,8194.402430767999249,8068.930294879999565
-1,176,37,13781.495286319999650,13727.457969999999477
-1,177,17,6332.038755980000133,6329.006982720000451
