FID,Id,ORIG_FID,full_name,SUM_length,lat,lon
0,0,0,1 ST SE,668.663096325999959,51.049259790199997,-114.060300209999994
1,0,0,1 ST SE,668.663096325999959,51.049231251300000,-114.060302237000002
2,0,0,1 ST SE,668.663096325999959,51.049202712400003,-114.060304264999999
3,0,0,1 ST SE,668.663096325999959,51.049174173499999,-114.060306292000007
4,0,0,1 ST SE,668.663096325999959,51.049145634500000,-114.060308320000004
5,0,0,1 ST SE,668.663096325999959,51.049117095600003,-114.060310346999998
6,0,0,1 ST SE,668.663096325999959,51.049088556699999,-114.060312374000006
7,0,0,1 ST SE,668.663096325999959,51.049060017800002,-114.060314400999999
8,0,0,1 ST SE,668.663096325999959,51.049031478800003,-114.060316428999997
9,0,0,1 ST SE,668.663096325999959,51.049002939899999,-114.060318456000005
10,0,0,1 ST SE,668.663096325999959,51.048974401000002,-114.060320482999998
11,0,0,1 ST SE,668.663096325999959,51.048945861999997,-114.060322510000006
12,0,0,1 ST SE,668.663096325999959,51.048917323100000,-114.060324538000003
13,0,0,1 ST SE,668.663096325999959,51.048888784200003,-114.060326564999997
14,0,0,1 ST SE,668.663096325999959,51.048860245299998,-114.060328592000005
15,0,0,1 ST SE,668.663096325999959,51.048831706400001,-114.060330620000002
16,0,0,1 ST SE,668.663096325999959,51.048803167400003,-114.060332646999996
17,0,0,1 ST SE,668.663096325999959,51.048774628499999,-114.060334674000003
18,0,0,1 ST SE,668.663096325999959,51.048746089500000,-114.060336700999997
19,0,0,1 ST SE,668.663096325999959,51.048717550600003,-114.060338728000005
20,0,0,1 ST SE,668.663096325999959,51.048689011699999,-114.060340754999999
21,0,0,1 ST SE,668.663096325999959,51.048660472700000,-114.060342782000006
22,0,0,1 ST SE,668.663096325999959,51.048631933800003,-114.060344810000004
23,0,0,1 ST SE,668.663096325999959,51.048603394899999,-114.060346836999997
24,0,0,1 ST SE,668.663096325999959,51.048574855900000,-114.060348864000005
25,0,0,1 ST SE,668.663096325999959,51.048546317000003,-114.060350890999999
26,0,0,1 ST SE,668.663096325999959,51.048517778099999,-114.060352918999996
27,0,0,1 ST SE,668.663096325999959,51.048489239200002,-114.060354946000004
28,0,0,1 ST SE,668.663096325999959,51.048460700200003,-114.060356972999998
29,0,0,1 ST SE,668.663096325999959,51.048432161299999,-114.060359000000005
30,0,0,1 ST SE,668.663096325999959,51.048403622400002,-114.060361028000003
31,0,0,1 ST SE,668.663096325999959,51.048375083499998,-114.060363054999996
32,0,0,1 ST SE,668.663096325999959,51.048346544499999,-114.060365082000004
33,0,0,1 ST SE,668.663096325999959,51.048318005600002,-114.060367110000001
34,0,0,1 ST SE,668.663096325999959,51.048289467499998,-114.060369148000007
35,0,0,1 ST SE,668.663096325999959,51.048260929400001,-114.060371187000001
36,0,0,1 ST SE,668.663096325999959,51.048232391200003,-114.060373225000006
37,0,0,1 ST SE,668.663096325999959,51.048203853099999,-114.060375264000001
38,0,0,1 ST SE,668.663096325999959,51.048175315000002,-114.060377302000006
39,0,0,1 ST SE,668.663096325999959,51.048146776800003,-114.060379339999997
40,0,0,1 ST SE,668.663096325999959,51.048118238699999,-114.060381379000006
41,0,0,1 ST SE,668.663096325999959,51.048089700600002,-114.060383416999997
42,0,0,1 ST SE,668.663096325999959,51.048061162400003,-114.060385456000006
43,0,0,1 ST SE,668.663096325999959,51.048032624299999,-114.060387493999997
44,0,0,1 ST SE,668.663096325999959,51.048004086200002,-114.060389533000006
45,0,0,1 ST SE,668.663096325999959,51.047975548099998,-114.060391570999997
46,0,0,1 ST SE,668.663096325999959,51.047947009900000,-114.060393610000006
47,0,0,1 ST SE,668.663096325999959,51.047918471800003,-114.060395647999997
48,0,0,1 ST SE,668.663096325999959,51.047889933699999,-114.060397687000005
49,0,0,1 ST SE,668.663096325999959,51.047861395600002,-114.060399724999996
50,0,0,1 ST SE,668.663096325999959,51.047832857400003,-114.060401764000005
51,0,0,1 ST SE,668.663096325999959,51.047804319299999,-114.060403801999996
52,0,0,1 ST SE,668.663096325999959,51.047775781100000,-114.060405840000001
53,0,0,1 ST SE,668.663096325999959,51.047747243000003,-114.060407878000007
54,0,0,1 ST SE,668.663096325999959,51.047718704799998,-114.060409917000001
55,0,0,1 ST SE,668.663096325999959,51.047690166700001,-114.060411955000006
56,0,0,1 ST SE,668.663096325999959,51.047661628599997,-114.060413992999997
57,0,0,1 ST SE,668.663096325999959,51.047633090399998,-114.060416031000003
58,0,0,1 ST SE,668.663096325999959,51.047604552300001,-114.060418069999997
59,0,0,1 ST SE,668.663096325999959,51.047576014100002,-114.060420108000002
60,0,0,1 ST SE,668.663096325999959,51.047547475999998,-114.060422146999997
61,0,0,1 ST SE,668.663096325999959,51.047518937900001,-114.060424185000002
62,0,0,1 ST SE,668.663096325999959,51.047490399700003,-114.060426222999993
63,0,0,1 ST SE,668.663096325999959,51.047461861599999,-114.060428262000002
64,0,0,1 ST SE,668.663096325999959,51.047433323500002,-114.060430299999993
65,0,0,1 ST SE,668.663096325999959,51.047404785300003,-114.060432337999998
66,0,0,1 ST SE,668.663096325999959,51.047376247199999,-114.060434377000007
67,0,0,1 ST SE,668.663096325999959,51.047347709000000,-114.060436414999998
68,0,0,1 ST SE,668.663096325999959,51.047319170900003,-114.060438453000003
69,0,0,1 ST SE,668.663096325999959,51.047290632699998,-114.060440490999994
70,0,0,1 ST SE,668.663096325999959,51.047262094600001,-114.060442528999999
71,0,0,1 ST SE,668.663096325999959,51.047233556499997,-114.060444567999994
72,0,0,1 ST SE,668.663096325999959,51.047205018299998,-114.060446605999999
73,0,0,1 ST SE,668.663096325999959,51.047176480200001,-114.060448644000004
74,0,0,1 ST SE,668.663096325999959,51.047147942000002,-114.060450682999999
75,0,0,1 ST SE,668.663096325999959,51.047119403899998,-114.060452721000004
76,0,0,1 ST SE,668.663096325999959,51.047090865800001,-114.060454758999995
77,0,0,1 ST SE,668.663096325999959,51.047062327600003,-114.060456798000004
78,0,0,1 ST SE,668.663096325999959,51.047033789499999,-114.060458835999995
79,0,0,1 ST SE,668.663096325999959,51.047005251400002,-114.060460874000000
80,0,0,1 ST SE,668.663096325999959,51.046976713200003,-114.060462912999995
81,0,0,1 ST SE,668.663096325999959,51.046948175099999,-114.060464951000000
82,0,0,1 ST SE,668.663096325999959,51.046919636900000,-114.060466989000005
83,0,0,1 ST SE,668.663096325999959,51.046891098600000,-114.060469026000007
84,0,0,1 ST SE,668.663096325999959,51.046862559300003,-114.060471047999997
85,0,0,1 ST SE,668.663096325999959,51.046834019999999,-114.060473068999997
86,0,0,1 ST SE,668.663096325999959,51.046805480700002,-114.060475091000001
87,0,0,1 ST SE,668.663096325999959,51.046776941399997,-114.060477113000005
88,0,0,1 ST SE,668.663096325999959,51.046748402100000,-114.060479134999994
89,0,0,1 ST SE,668.663096325999959,51.046719862800003,-114.060481156999998
90,0,0,1 ST SE,668.663096325999959,51.046691323499999,-114.060483179000002
91,0,0,1 ST SE,668.663096325999959,51.046662784200002,-114.060485201000006
92,0,0,1 ST SE,668.663096325999959,51.046634244899998,-114.060487222999996
93,0,0,1 ST SE,668.663096325999959,51.046605705600001,-114.060489244999999
94,0,0,1 ST SE,668.663096325999959,51.046577166299997,-114.060491266000000
95,0,0,1 ST SE,668.663096325999959,51.046548627000000,-114.060493288000004
96,0,0,1 ST SE,668.663096325999959,51.046520087600001,-114.060495309999993
97,0,0,1 ST SE,668.663096325999959,51.046491548299997,-114.060497331999997
98,0,0,1 ST SE,668.663096325999959,51.046463009000000,-114.060499354000001
99,0,0,1 ST SE,668.663096325999959,51.046434469700003,-114.060501376000005
100,0,0,1 ST SE,668.663096325999959,51.046405931000002,-114.060503405999995
101,0,0,1 ST SE,668.663096325999959,51.046377398099999,-114.060505516999996
102,0,0,1 ST SE,668.663096325999959,51.046348865200002,-114.060507627000007
103,0,0,1 ST SE,668.663096325999959,51.046320325799996,-114.060509647000003
104,0,0,1 ST SE,668.663096325999959,51.046291785299999,-114.060511652000002
105,0,0,1 ST SE,668.663096325999959,51.046263244800002,-114.060513657000001
106,0,0,1 ST SE,668.663096325999959,51.046234704299998,-114.060515662000000
107,0,0,1 ST SE,668.663096325999959,51.046206163800001,-114.060517668000003
108,0,0,1 ST SE,668.663096325999959,51.046177623299997,-114.060519673000002
109,0,0,1 ST SE,668.663096325999959,51.046149082800000,-114.060521678000001
110,0,0,1 ST SE,668.663096325999959,51.046120542300002,-114.060523683000000
111,0,0,1 ST SE,668.663096325999959,51.046092001799998,-114.060525686999995
112,0,0,1 ST SE,668.663096325999959,51.046063461300001,-114.060527691999994
113,0,0,1 ST SE,668.663096325999959,51.046034920799997,-114.060529697000007
114,0,0,1 ST SE,668.663096325999959,51.046006380300000,-114.060531702000006
115,0,0,1 ST SE,668.663096325999959,51.045977839800003,-114.060533707000005
