FID,JOIN_FID,FREQUENCY,SUM_resist,FIRST_shape_area
-1,0,1,186.236268219000010,190.508718238999990
-1,2,10,1862.361655982000002,2112.167036389999794
-1,3,1,186.236171735999989,411.399840706000020
-1,4,2,372.472355085000004,346.678246523999974
-1,6,3,558.708536455000058,399.196090672000025
-1,7,10,1862.361829507999801,2164.417408620000060
-1,9,20,3724.723763504999624,3284.466606030000094
-1,10,1,186.236146138999999,94.335313048000003
-1,11,136,25328.113905723992502,22113.037554999998974
-1,12,102,18996.084739751004236,16626.646095500000229
-1,13,36,6704.501150240997958,6413.921721800000341
-1,14,130,24210.699394268998731,23584.502278399999341
-1,15,28,5214.612405219999346,4998.376326599999629
-1,16,30,5587.084641131001263,5951.469953200000418
-1,18,64,11919.117873923996740,11959.970137599999362
-1,19,103,19182.330058672992891,17662.717666900000040
-1,20,30,5587.085139425000307,5388.438274670000283
-1,21,57,10615.461334809000618,11090.921014999999898
-1,22,33,6145.793764723998720,6026.203449839999848
-1,23,2,372.472355657999969,535.054651913000043
-1,24,30,5587.085302172999945,5152.929833719999806
-1,25,66,12291.587166358001923,12314.101559299999280
-1,26,18,3352.251238373999968,3230.792373899999802
-1,27,61,11360.406553999000607,11156.227306700000554
-1,29,10,1862.361865746999911,1753.517066370000066
-1,30,70,13036.532406786000138,13174.264426300000196
-1,31,1,186.236247646000010,134.221817006000009
-1,32,40,7449.447376928999802,7161.947065999999722
-1,35,31,5773.321992769999270,5627.274644109999826
-1,36,24,4469.668699240999558,4466.302933799999664
-1,37,1,186.236247028999998,307.549394622000023
-1,38,33,6145.794528414000524,6054.631661919999715
-1,39,72,13409.006692972005112,13923.268038700000034
-1,40,33,6145.795101234999493,6036.888442229999782
-1,41,69,12850.298469951996594,12885.953149000000849
-1,42,2,372.472443012999975,425.723515093999993
-1,43,21,3910.960614932000226,3873.115976579999824
-1,45,2,372.472468782999954,388.624281811000003
-1,46,5,931.181202299000120,945.857910081999989
-1,47,22,4097.197198594999463,4588.174207080000087
-1,48,37,6890.740452787000322,7204.132052390000354
-1,49,145,27004.252063966003334,25678.735439200001565
-1,50,1,186.236245738999997,182.384825140999993
-1,51,1,186.236248936000010,220.731005578999998
-1,52,3,558.708764213999984,578.790188996999973
-1,53,9,1676.126275027999782,1585.744777679999970
-1,54,66,12291.592108939998070,12551.755525500000658
-1,58,56,10429.229577106996658,10054.142978100000619
-1,59,13,2421.071304421000150,2008.415523639999947
-1,60,37,6890.741366104999543,6300.718036850000317
-1,61,14,2607.307591096999658,2305.032525529999930
-1,62,67,12477.828731632005656,13075.791009299999132
-1,64,25,4655.906522433000646,4356.376980320000257
-1,65,58,10801.702606398002899,10757.032646199999363
-1,66,26,4842.142644866000410,5125.463401150000209
-1,68,1,186.236270149999996,171.559595174999998
-1,70,2,372.472538374000010,329.419262789000015
-1,71,2,372.472537111999998,354.312012657000025
-1,72,3,558.708807243000024,590.969832308000036
-1,74,28,5214.615280587000598,4943.817666979999558
-1,75,11,2048.598964387000251,2110.607132099999944
-1,76,3,558.708824883000034,757.087964396999951
-1,77,22,4097.197976590999133,4259.657405629999630
-1,78,6,1117.417637353999908,1057.127551829999902
-1,79,58,10801.703457052002705,10484.595251900000221
-1,80,26,4842.143203205000646,4708.886869879999722
-1,82,1,186.236286236000012,177.820336650000002
-1,83,25,4655.908538958999998,4429.555162620000374
-1,84,21,3910.961980045000018,3853.716836070000227
-1,85,37,6890.742765128999963,6672.148435690000042
-1,87,12,2234.835293847999765,3297.829464209999969
-1,88,11,2048.599245202000020,2028.528614800000014
-1,89,7,1303.654080280000017,1387.110761019999927
-1,90,59,10987.941123829999924,11228.713425399999323
-1,91,28,5214.616432444999191,4832.535161900000276
-1,92,62,11546.650173653000820,11727.392282000000705
-1,93,11,2048.599256775999947,2110.500129540000216
-1,94,3,558.708926255000051,625.371568120000006
-1,95,60,11174.177808660995652,11567.743165600000793
-1,97,58,10801.706880491996344,10380.619395199999417
-1,98,66,12291.595729413998924,12237.814975100000083
-1,100,1,186.236317156000013,307.567869375999976
-1,101,2,372.472625581999978,343.194549371999983
-1,103,59,10987.941951212003914,11090.433802800000194
-1,107,51,9498.051723738000874,8994.513371090000874
-1,108,10,1862.363165342000002,1840.239552589999903
-1,109,5,931.181591961999857,780.168824595000046
-1,111,5,931.181588701999999,778.270255170000041
-1,112,3,558.708969443000001,552.175241980000010
-1,113,1,186.236326800000001,97.872355796299999
-1,114,1,186.236324830999990,131.910025735999994
-1,115,1,186.236328090999990,235.729093527999993
-1,116,1,186.236368593000009,205.565982310000010
