FID,JOIN_FID,FREQUENCY,SUM_resist,FIRST_shape_area
-1,2,3,2234.833987412999704,2112.167036389999794
-1,3,1,744.944699825000043,411.399840706000020
-1,7,3,2234.834198245000152,2164.417408620000060
-1,9,5,3724.723746740000479,3284.466606030000094
-1,11,45,33522.503195862009306,22113.037554999998974
-1,12,32,23838.223624886999460,16626.646095500000229
-1,13,10,7449.445689627998945,6413.921721800000341
-1,14,36,26818.005456871993374,23584.502278399999341
-1,15,7,5214.612429607000195,4998.376326599999629
-1,16,9,6704.501504814999862,5951.469953200000418
-1,18,18,13409.007656660001885,11959.970137599999362
-1,19,28,20858.456023594000726,17662.717666900000040
-1,20,7,5214.612797099000090,5388.438274670000283
-1,21,13,9684.280571156999940,11090.921014999999898
-1,22,9,6704.502267516999382,6026.203449839999848
-1,23,1,744.944699707000041,535.054651913000043
-1,24,8,5959.557664803999614,5152.929833719999806
-1,25,16,11919.114917275997868,12314.101559299999280
-1,26,6,4469.668295462999595,3230.792373899999802
-1,27,14,10429.225669770998138,11156.227306700000554
-1,29,3,2234.834208110999953,1753.517066370000066
-1,30,16,11919.115325296001174,13174.264426300000196
-1,32,11,8194.392017779999151,7161.947065999999722
-1,35,9,6704.502956258999802,5627.274644109999826
-1,36,7,5214.613509569999223,4466.302933799999664
-1,38,9,6704.503100758000073,6054.631661919999715
-1,39,19,14153.951499468999828,13923.268038700000034
-1,40,10,7449.448623980999400,6036.888442229999782
-1,41,17,12664.062291637999806,12885.953149000000849
-1,42,1,744.944874453000011,425.723515093999993
-1,43,6,4469.669283049000114,3873.115976579999824
-1,45,1,744.944962033000024,388.624281811000003
-1,47,7,5214.614615122000032,4588.174207080000087
-1,48,9,6704.504303749000428,7204.132052390000354
-1,49,35,26073.070895924000069,25678.735439200001565
-1,53,2,1489.890022247000161,1585.744777679999970
-1,54,18,13409.009514384002614,12551.755525500000658
-1,58,16,11919.119567450001341,10054.142978100000619
-1,59,3,2234.835046535999936,2008.415523639999947
-1,60,9,6704.505132689999300,6300.718036850000317
-1,61,2,1489.890038477999951,2305.032525529999930
-1,62,16,11919.119977566999296,13075.791009299999132
-1,64,7,5214.615319683999587,4356.376980320000257
-1,65,15,11174.175095988999601,10757.032646199999363
-1,66,8,5959.560141824000311,5125.463401150000209
-1,70,1,744.945060029000047,329.419262789000015
-1,72,1,744.945065269999986,590.969832308000036
-1,74,8,5959.560300116000690,4943.817666979999558
-1,75,3,2234.835200456000166,2110.607132099999944
-1,76,1,744.945111816999997,757.087964396999951
-1,77,6,4469.670513437000409,4259.657405629999630
-1,78,2,1489.890186501000017,1057.127551829999902
-1,79,15,11174.175998938997509,10484.595251900000221
-1,80,7,5214.615777457999684,4708.886869879999722
-1,83,7,5214.617587678999371,4429.555162620000374
-1,84,7,5214.616034996999588,3853.716836070000227
-1,85,9,6704.506464095999945,6672.148435690000042
-1,87,3,2234.835315170000285,3297.829464209999969
-1,88,4,2979.780724029000339,2028.528614800000014
-1,89,1,744.945203827000000,1387.110761019999927
-1,90,15,11174.177354964998813,11228.713425399999323
-1,91,7,5214.616425416000311,4832.535161900000276
-1,92,16,11919.122773971999777,11727.392282000000705
-1,93,3,2234.835519944000225,2110.500129540000216
-1,95,17,12664.068232889001592,11567.743165600000793
-1,97,15,11174.179522121998161,10380.619395199999417
-1,98,17,12664.068318543000714,12237.814975100000083
-1,101,1,744.945244741000010,343.194549371999983
-1,103,16,11919.123380140999870,11090.433802800000194
-1,107,14,10429.233330651000870,8994.513371090000874
-1,108,2,1489.890530735000084,1840.239552589999903
-1,109,2,1489.890546104999885,780.168824595000046
-1,111,1,744.945270462000053,778.270255170000041
-1,112,1,744.945291700999974,552.175241980000010
-1,117,7,5214.617299691000881,5718.117890079999597
-1,118,11,8194.398743931000354,7717.047365929999614
-1,119,8,5959.562848678999217,5746.014824529999714
-1,120,14,10429.234695181998177,10982.568908799999917
-1,121,8,5959.562846875000105,5196.338354929999696
-1,122,14,10429.234991273999185,9963.319308849999288
-1,124,17,12664.071332110001094,12438.582432600000175
-1,125,2,1489.890854721999858,1404.184845920000043
-1,126,1,744.945486895000045,1220.814678259999937
-1,127,1,744.945487231000016,434.472852507000027
-1,128,3,2234.836472154000148,1607.748918120000098
-1,129,10,7449.454924740000024,6281.933114579999710
-1,131,8,5959.564042865000374,5600.004498160000367
-1,132,19,14153.962190598000234,13779.718193200000314
