Orig_FID,Class,Quadrant,District,Orig_area,Gridtype,Resolution,Area,DiffArea,Percent
1021,Manicured,NE,707H,64.80684307,ISEA3H,25,241.6755553,176.8687122,272.9167227
898,Manicured,NE,707H,64.87516659,ISEA3H,25,362.5133785,297.6382119,458.7860464
28,Building/Paved,NE,801F,65.35288893,ISEA3H,25,362.5133148,297.1604259,454.7012852
558,Manicured,NW,801E,65.58943313,ISEA3H,25,241.6754647,176.0860316,268.4670734
248,Manicured,NE,707C,65.80715644,ISEA3H,25,362.5132344,296.706078,450.8720541
645,Manicured,NW,801E,65.86409407,ISEA3H,25,362.5133082,296.6492142,450.395953
56,Building/Paved,NE,801F,65.89726701,ISEA3H,25,181.2566573,115.3593903,175.0594456
272,Manicured,NE,801F,66.02706386,ISEA3H,25,543.7696693,477.7426055,723.5557324
238,Manicured,NE,707C,66.24260699,ISEA3H,25,241.6754616,175.4328547,264.8338625
163,Building/Paved,NE,707C,66.24367049,ISEA3H,25,302.0946997,235.8510292,356.0355691
1036,Manicured,NE,707H,66.2971842,ISEA3H,25,241.6753237,175.3781395,264.5333156
564,Manicured,NW,801J,66.5766275,ISEA3H,25,362.5131987,295.9365712,444.5052
793,Manicured,NE,707I,66.69846873,ISEA3H,25,302.0942975,235.3958288,352.9253869
864,Manicured,NE,707H,66.88718614,ISEA3H,25,422.932125,356.0449389,532.3066486
249,Manicured,NE,707C,67.33458063,ISEA3H,25,483.3509886,416.016408,617.8347056
333,Manicured,NE,707A,67.44081087,ISEA3H,25,302.0948978,234.6540869,347.9407852
927,Manicured,NE,707D,67.82950064,ISEA3H,25,362.5134522,294.6839516,434.4480629
5,Building/Paved,NE,801F,67.90673472,ISEA3H,25,241.6755419,173.7688072,255.8933336
1069,Roads/Raillines,NE,707H,68.51793099,ISEA3H,25,302.0944407,233.5765097,340.8983697
247,Manicured,NE,707C,68.5478119,ISEA3H,25,241.6754904,173.1276785,252.5648503
577,Manicured,NW,801E,68.57519952,ISEA3H,25,302.0943517,233.5191522,340.5300369
245,Manicured,NE,707C,68.77091279,ISEA3H,25,181.2566177,112.4857049,163.5658163
912,Manicured,NE,707H,68.90055005,ISEA3H,25,483.3511812,414.4506312,601.5200617
395,Manicured,NE,707A,69.4426238,ISEA3H,25,241.6758867,172.2332629,248.022401
1039,PavedTrails,NE,707D,69.82969664,ISEA3H,25,422.9324263,353.1027296,505.6627002
715,Building/Paved,NE,707H,70.25710568,ISEA3H,25,302.0943526,231.837247,329.9840561
193,Building/Paved,NE,707A,70.34126316,ISEA3H,25,543.7706212,473.429358,673.0464264
246,Manicured,NE,707C,70.75192991,ISEA3H,25,302.0943624,231.3424324,326.9768509
381,Manicured,NE,707A,70.8442542,ISEA3H,25,362.5137324,291.6694782,411.7051997
763,Building/Paved,NE,707D,70.85349409,ISEA3H,25,362.5135716,291.6600775,411.638242
194,Building/Paved,NE,707A,70.99985982,ISEA3H,25,604.189582,533.1897222,750.9729224
237,Manicured,NE,801F,71.11054052,ISEA3H,25,543.7696256,472.659085,664.6821716
933,Manicured,NE,707D,71.27101414,ISEA3H,25,422.9323703,351.6613561,493.4142727
818,Manicured,NE,707G,71.29213347,ISEA3H,25,302.0943037,230.8021702,323.741427
734,Building/Paved,NE,707H,72.05104017,ISEA3H,25,302.0944787,230.0434385,319.278442
623,Manicured,NW,801A,72.06905655,ISEA3H,25,362.5133701,290.4443136,403.0083471
255,Manicured,NE,707E,72.37054886,ISEA3H,25,302.0945498,229.7240009,317.4274681
990,Manicured,NE,707H,73.54777206,ISEA3H,25,362.513329,288.9655569,392.8950515
1045,PavedTrails,NE,707H,74.32376115,ISEA3H,25,604.1884205,529.8646593,712.9142163
1028,Manicured,NE,707H,74.89276823,ISEA3H,25,302.0945035,227.2017352,303.3693914
987,Manicured,NE,707D,74.99488873,ISEA3H,25,362.5136631,287.5187744,383.3844936
770,Building/Paved,NE,707H,75.07513359,ISEA3H,25,302.0942945,227.0191609,302.3892866
